PaymentID,MsgId,InstrId,EndToEndId,PaymentDate,SettlementDate,Amount,CurrencyCode,DebtorID,CreditorID,DebtorAgentBIC,CreditorAgentBIC,PurposeCode,StatusCode,ChargeBearer,ProcessingTimeMinutes
PACS008-acb045abf4-INST-20251003-01055,PACS008-acb045abf4,INST-20251003-01055,E2E-20251003-01055,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P14966,SOGEFRPPXXX,CGDIPTPLXXX,PENS,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01056,PACS008-acb045abf4,INST-20251003-01056,E2E-20251003-01056,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,10837.61,EUR,P14945,P14967,SOGEFRPPXXX,CGDIPTPLXXX,SERV,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01057,PACS008-acb045abf4,INST-20251003-01057,E2E-20251003-01057,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P14968,SOGEFRPPXXX,BARCGB22XXX,DIVD,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01058,PACS008-acb045abf4,INST-20251003-01058,E2E-20251003-01058,2025-10-03T10:24:00+00:00,2025-10-03T14:00:00+00:00,,,P14945,P14969,SOGEFRPPXXX,INGBNL2AXXX,ROYA,ACSC,N/A,216.0
PACS008-acb045abf4-INST-20251003-01060,PACS008-acb045abf4,INST-20251003-01060,E2E-20251003-01060,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P14971,SOGEFRPPXXX,WFBIUS6SXXX,SALA,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01061,PACS008-acb045abf4,INST-20251003-01061,E2E-20251003-01061,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P14972,SOGEFRPPXXX,INGBNL2AXXX,SUPP,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01062,PACS008-acb045abf4,INST-20251003-01062,E2E-20251003-01062,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P14973,SOGEFRPPXXX,AGRIFRPPXXX,TAXS,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01063,PACS008-acb045abf4,INST-20251003-01063,E2E-20251003-01063,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P14974,SOGEFRPPXXX,COBADEFFXXX,GOVT,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01064,PACS008-acb045abf4,INST-20251003-01064,E2E-20251003-01064,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P14975,SOGEFRPPXXX,SNSBNL2AXXX,LOAN,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01065,PACS008-acb045abf4,INST-20251003-01065,E2E-20251003-01065,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P14976,SOGEFRPPXXX,BPPIITRRXXX,SERV,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01067,PACS008-acb045abf4,INST-20251003-01067,E2E-20251003-01067,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,9680.56,CHF,P14945,P14978,SOGEFRPPXXX,SOGEFRPPXXX,TAXS,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01068,PACS008-acb045abf4,INST-20251003-01068,E2E-20251003-01068,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P14979,SOGEFRPPXXX,BYLADEM1001,SALA,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01069,PACS008-acb045abf4,INST-20251003-01069,E2E-20251003-01069,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P14980,SOGEFRPPXXX,ABNANL2AXXX,SALA,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01070,PACS008-acb045abf4,INST-20251003-01070,E2E-20251003-01070,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P14981,SOGEFRPPXXX,CITIUS33XXX,DIVD,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01071,PACS008-acb045abf4,INST-20251003-01071,E2E-20251003-01071,2025-10-03T10:24:00+00:00,2025-10-03T14:00:00+00:00,,,P14945,P14982,SOGEFRPPXXX,CITIUS33XXX,EDUC,ACSC,N/A,216.0
PACS008-acb045abf4-INST-20251003-01072,PACS008-acb045abf4,INST-20251003-01072,E2E-20251003-01072,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,649.19,EUR,P14945,P14983,SOGEFRPPXXX,SOGEFRPPXXX,SALA,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01073,PACS008-acb045abf4,INST-20251003-01073,E2E-20251003-01073,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,12784.49,GBP,P14945,P14984,SOGEFRPPXXX,LOYDGB2LXXX,LOAN,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01074,PACS008-acb045abf4,INST-20251003-01074,E2E-20251003-01074,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P14985,SOGEFRPPXXX,COBADEFFXXX,EDUC,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01075,PACS008-acb045abf4,INST-20251003-01075,E2E-20251003-01075,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P14986,SOGEFRPPXXX,WFBIUS6SXXX,TAXS,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01076,PACS008-acb045abf4,INST-20251003-01076,E2E-20251003-01076,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P14987,SOGEFRPPXXX,AGRIFRPPXXX,EDUC,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01077,PACS008-acb045abf4,INST-20251003-01077,E2E-20251003-01077,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P14988,SOGEFRPPXXX,BPPIITRRXXX,SERV,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01078,PACS008-acb045abf4,INST-20251003-01078,E2E-20251003-01078,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P14989,SOGEFRPPXXX,NDEASESSXXX,SUPP,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01079,PACS008-acb045abf4,INST-20251003-01079,E2E-20251003-01079,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P14990,SOGEFRPPXXX,BESCPTPLXXX,GOVT,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01080,PACS008-acb045abf4,INST-20251003-01080,E2E-20251003-01080,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P14991,SOGEFRPPXXX,BOFAUS3NXXX,TAXS,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01081,PACS008-acb045abf4,INST-20251003-01081,E2E-20251003-01081,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P14992,SOGEFRPPXXX,CAIXESBBXXX,TAXS,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01082,PACS008-acb045abf4,INST-20251003-01082,E2E-20251003-01082,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P14993,SOGEFRPPXXX,CAIXESBBXXX,SERV,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01083,PACS008-acb045abf4,INST-20251003-01083,E2E-20251003-01083,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P14994,SOGEFRPPXXX,BNPAFRPPXXX,SUPP,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01084,PACS008-acb045abf4,INST-20251003-01084,E2E-20251003-01084,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P14995,SOGEFRPPXXX,BCITITMMXXX,SERV,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01085,PACS008-acb045abf4,INST-20251003-01085,E2E-20251003-01085,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P14996,SOGEFRPPXXX,LOYDGB2LXXX,GOVT,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01087,PACS008-acb045abf4,INST-20251003-01087,E2E-20251003-01087,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P14998,SOGEFRPPXXX,ESSESESSXXX,SUPP,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01088,PACS008-acb045abf4,INST-20251003-01088,E2E-20251003-01088,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,4511.48,EUR,P14945,P14999,SOGEFRPPXXX,BOFAUS3NXXX,LOAN,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01089,PACS008-acb045abf4,INST-20251003-01089,E2E-20251003-01089,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P15000,SOGEFRPPXXX,CCFRFRPPXXX,LOAN,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01090,PACS008-acb045abf4,INST-20251003-01090,E2E-20251003-01090,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P15001,SOGEFRPPXXX,SWEDSESSXXX,SUPP,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01092,PACS008-acb045abf4,INST-20251003-01092,E2E-20251003-01092,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P15003,SOGEFRPPXXX,SNSBNL2AXXX,GOVT,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01093,PACS008-acb045abf4,INST-20251003-01093,E2E-20251003-01093,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P15004,SOGEFRPPXXX,NOVAPTPLXXX,LOAN,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01094,PACS008-acb045abf4,INST-20251003-01094,E2E-20251003-01094,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,3981.94,EUR,P14945,P15005,SOGEFRPPXXX,LOYDGB2LXXX,TAXS,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01095,PACS008-acb045abf4,INST-20251003-01095,E2E-20251003-01095,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P15006,SOGEFRPPXXX,UNCRITMMXXX,SUPP,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01096,PACS008-acb045abf4,INST-20251003-01096,E2E-20251003-01096,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,11475.53,EUR,P14945,P15007,SOGEFRPPXXX,RABONL2UXXX,GOVT,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01097,PACS008-acb045abf4,INST-20251003-01097,E2E-20251003-01097,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P15008,SOGEFRPPXXX,RAIFCH22XXX,DIVD,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01098,PACS008-acb045abf4,INST-20251003-01098,E2E-20251003-01098,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P15009,SOGEFRPPXXX,POFICHBEXXX,GOVT,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01099,PACS008-acb045abf4,INST-20251003-01099,E2E-20251003-01099,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P15010,SOGEFRPPXXX,RAIFCH22XXX,GOVT,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01100,PACS008-acb045abf4,INST-20251003-01100,E2E-20251003-01100,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,112888.71,GBP,P14945,P15011,SOGEFRPPXXX,CAIXESBBXXX,PENS,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01101,PACS008-acb045abf4,INST-20251003-01101,E2E-20251003-01101,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P15012,SOGEFRPPXXX,BBVAESMMXXX,LOAN,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01102,PACS008-acb045abf4,INST-20251003-01102,E2E-20251003-01102,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P15013,SOGEFRPPXXX,CGDIPTPLXXX,TAXS,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01103,PACS008-acb045abf4,INST-20251003-01103,E2E-20251003-01103,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P15014,SOGEFRPPXXX,UBSWCHZH80A,SERV,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01104,PACS008-acb045abf4,INST-20251003-01104,E2E-20251003-01104,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P15015,SOGEFRPPXXX,BESCPTPLXXX,DIVD,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01105,PACS008-acb045abf4,INST-20251003-01105,E2E-20251003-01105,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P15016,SOGEFRPPXXX,CHASUS33XXX,SERV,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01106,PACS008-acb045abf4,INST-20251003-01106,E2E-20251003-01106,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P15017,SOGEFRPPXXX,UBSWCHZH80A,SALA,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01107,PACS008-acb045abf4,INST-20251003-01107,E2E-20251003-01107,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P15018,SOGEFRPPXXX,BOFAUS3NXXX,TAXS,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01109,PACS008-acb045abf4,INST-20251003-01109,E2E-20251003-01109,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P15020,SOGEFRPPXXX,ACTVPTPLXXX,LOAN,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01110,PACS008-acb045abf4,INST-20251003-01110,E2E-20251003-01110,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P15021,SOGEFRPPXXX,NOVAPTPLXXX,LOAN,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01111,PACS008-acb045abf4,INST-20251003-01111,E2E-20251003-01111,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P15022,SOGEFRPPXXX,HYVEDEMMXXX,GOVT,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01112,PACS008-acb045abf4,INST-20251003-01112,E2E-20251003-01112,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P15023,SOGEFRPPXXX,IRCEIE2DXXX,SALA,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01113,PACS008-acb045abf4,INST-20251003-01113,E2E-20251003-01113,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P15024,SOGEFRPPXXX,UNCRITMMXXX,SUPP,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01114,PACS008-acb045abf4,INST-20251003-01114,E2E-20251003-01114,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P15025,SOGEFRPPXXX,NWBKGB2LXXX,SUPP,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01115,PACS008-acb045abf4,INST-20251003-01115,E2E-20251003-01115,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P15026,SOGEFRPPXXX,BBVAESMMXXX,SERV,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01116,PACS008-acb045abf4,INST-20251003-01116,E2E-20251003-01116,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P15027,SOGEFRPPXXX,ACTVPTPLXXX,DIVD,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01117,PACS008-acb045abf4,INST-20251003-01117,E2E-20251003-01117,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P15028,SOGEFRPPXXX,INGBNL2AXXX,EDUC,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01119,PACS008-acb045abf4,INST-20251003-01119,E2E-20251003-01119,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P15030,SOGEFRPPXXX,UBSWCHZH80A,LOAN,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01120,PACS008-acb045abf4,INST-20251003-01120,E2E-20251003-01120,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,12017.21,EUR,P14945,P15031,SOGEFRPPXXX,BARCGB22XXX,DIVD,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01121,PACS008-acb045abf4,INST-20251003-01121,E2E-20251003-01121,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P15032,SOGEFRPPXXX,COBADEFFXXX,SUPP,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01123,PACS008-acb045abf4,INST-20251003-01123,E2E-20251003-01123,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,8275.62,EUR,P14945,P15034,SOGEFRPPXXX,ABNANL2AXXX,SALA,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01124,PACS008-acb045abf4,INST-20251003-01124,E2E-20251003-01124,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,8902.41,USD,P14945,P15035,SOGEFRPPXXX,SOGEFRPPXXX,TAXS,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01125,PACS008-acb045abf4,INST-20251003-01125,E2E-20251003-01125,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P15036,SOGEFRPPXXX,CITIUS33XXX,SERV,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01126,PACS008-acb045abf4,INST-20251003-01126,E2E-20251003-01126,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P15037,SOGEFRPPXXX,BSABESBBXXX,ROYA,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01127,PACS008-acb045abf4,INST-20251003-01127,E2E-20251003-01127,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P15038,SOGEFRPPXXX,AIBKIE2DXXX,PENS,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01129,PACS008-acb045abf4,INST-20251003-01129,E2E-20251003-01129,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P15040,SOGEFRPPXXX,SOGEFRPPXXX,SERV,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01130,PACS008-acb045abf4,INST-20251003-01130,E2E-20251003-01130,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P15041,SOGEFRPPXXX,CGDIPTPLXXX,GOVT,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01131,PACS008-acb045abf4,INST-20251003-01131,E2E-20251003-01131,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P15042,SOGEFRPPXXX,AIBKIE2DXXX,SALA,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01132,PACS008-acb045abf4,INST-20251003-01132,E2E-20251003-01132,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P15043,SOGEFRPPXXX,ESSESESSXXX,GOVT,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01133,PACS008-acb045abf4,INST-20251003-01133,E2E-20251003-01133,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P15044,SOGEFRPPXXX,NWBKGB2LXXX,DIVD,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01134,PACS008-acb045abf4,INST-20251003-01134,E2E-20251003-01134,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P15045,SOGEFRPPXXX,AGRIFRPPXXX,PENS,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01135,PACS008-acb045abf4,INST-20251003-01135,E2E-20251003-01135,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P15046,SOGEFRPPXXX,BOFAUS3NXXX,EDUC,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01137,PACS008-acb045abf4,INST-20251003-01137,E2E-20251003-01137,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P15048,SOGEFRPPXXX,BBVAESMMXXX,SUPP,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01138,PACS008-acb045abf4,INST-20251003-01138,E2E-20251003-01138,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P15049,SOGEFRPPXXX,HYVEDEMMXXX,TAXS,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01139,PACS008-acb045abf4,INST-20251003-01139,E2E-20251003-01139,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P15050,SOGEFRPPXXX,BCOEESMMXXX,ROYA,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01140,PACS008-acb045abf4,INST-20251003-01140,E2E-20251003-01140,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P15051,SOGEFRPPXXX,BOFAUS3NXXX,PENS,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01141,PACS008-acb045abf4,INST-20251003-01141,E2E-20251003-01141,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P15052,SOGEFRPPXXX,AGRIFRPPXXX,DIVD,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01142,PACS008-acb045abf4,INST-20251003-01142,E2E-20251003-01142,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,14247.33,EUR,P14945,P15053,SOGEFRPPXXX,CRESCHZZ80A,PENS,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01143,PACS008-acb045abf4,INST-20251003-01143,E2E-20251003-01143,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P15054,SOGEFRPPXXX,CHASUS33XXX,PENS,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01144,PACS008-acb045abf4,INST-20251003-01144,E2E-20251003-01144,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P15055,SOGEFRPPXXX,RABONL2UXXX,EDUC,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01145,PACS008-acb045abf4,INST-20251003-01145,E2E-20251003-01145,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P15056,SOGEFRPPXXX,COBADEFFXXX,TAXS,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01146,PACS008-acb045abf4,INST-20251003-01146,E2E-20251003-01146,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P15057,SOGEFRPPXXX,BNPAFRPPXXX,LOAN,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01147,PACS008-acb045abf4,INST-20251003-01147,E2E-20251003-01147,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P15058,SOGEFRPPXXX,HYVEDEMMXXX,GOVT,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01148,PACS008-acb045abf4,INST-20251003-01148,E2E-20251003-01148,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P15059,SOGEFRPPXXX,BOFAUS3NXXX,PENS,ACSP,N/A,-17.0
PACS008-acb045abf4-INST-20251003-01149,PACS008-acb045abf4,INST-20251003-01149,E2E-20251003-01149,2025-10-03T10:24:00+00:00,2025-10-03T10:07:00+00:00,,,P14945,P15060,SOGEFRPPXXX,NWBKGB2LXXX,DIVD,ACSP,N/A,-17.0
PACS008-ddd2246b79-INST-20251004-00577,PACS008-ddd2246b79,INST-20251004-00577,E2E-20251004-00577,2025-10-04T09:03:00+00:00,2025-10-04T10:30:00+00:00,,,P15061,P15063,IRCEIE2DXXX,NOVAPTPLXXX,SERV,ACSP,N/A,87.0
PACS008-ddd2246b79-INST-20251004-00578,PACS008-ddd2246b79,INST-20251004-00578,E2E-20251004-00578,2025-10-04T09:03:00+00:00,2025-10-04T10:30:00+00:00,,,P15061,P15064,IRCEIE2DXXX,BSABESBBXXX,PENS,ACSP,N/A,87.0
PACS008-ddd2246b79-INST-20251004-00581,PACS008-ddd2246b79,INST-20251004-00581,E2E-20251004-00581,2025-10-04T09:03:00+00:00,2025-10-04T10:30:00+00:00,,,P15061,P15067,IRCEIE2DXXX,RAIFCH22XXX,DIVD,ACSP,N/A,87.0
PACS008-ddd2246b79-INST-20251004-00583,PACS008-ddd2246b79,INST-20251004-00583,E2E-20251004-00583,2025-10-04T09:03:00+00:00,2025-10-04T10:30:00+00:00,,,P15061,P15069,IRCEIE2DXXX,INGBNL2AXXX,SUPP,ACSP,N/A,87.0
PACS008-ddd2246b79-INST-20251004-00584,PACS008-ddd2246b79,INST-20251004-00584,E2E-20251004-00584,2025-10-04T09:03:00+00:00,2025-10-04T10:30:00+00:00,,,P15061,P15070,IRCEIE2DXXX,ACTVPTPLXXX,SUPP,ACSP,N/A,87.0
PACS008-ddd2246b79-INST-20251004-00585,PACS008-ddd2246b79,INST-20251004-00585,E2E-20251004-00585,2025-10-04T09:03:00+00:00,2025-10-04T10:30:00+00:00,,,P15061,P15071,IRCEIE2DXXX,BYLADEM1001,EDUC,ACSP,N/A,87.0
PACS008-ddd2246b79-INST-20251004-00586,PACS008-ddd2246b79,INST-20251004-00586,E2E-20251004-00586,2025-10-04T09:03:00+00:00,2025-10-04T10:30:00+00:00,,,P15061,P15072,IRCEIE2DXXX,AGRIFRPPXXX,DIVD,ACSP,N/A,87.0
PACS008-ddd2246b79-INST-20251004-00587,PACS008-ddd2246b79,INST-20251004-00587,E2E-20251004-00587,2025-10-04T09:03:00+00:00,2025-10-04T10:30:00+00:00,,,P15061,P15073,IRCEIE2DXXX,ESSESESSXXX,PENS,ACSP,N/A,87.0
PACS008-ddd2246b79-INST-20251004-00589,PACS008-ddd2246b79,INST-20251004-00589,E2E-20251004-00589,2025-10-04T09:03:00+00:00,2025-10-04T10:30:00+00:00,,,P15061,P15075,IRCEIE2DXXX,NOVAPTPLXXX,TAXS,ACSP,N/A,87.0
PACS008-ddd2246b79-INST-20251004-00590,PACS008-ddd2246b79,INST-20251004-00590,E2E-20251004-00590,2025-10-04T09:03:00+00:00,2025-10-04T10:30:00+00:00,,,P15061,P15076,IRCEIE2DXXX,RABONL2UXXX,TAXS,ACSP,N/A,87.0
PACS008-ddd2246b79-INST-20251004-00591,PACS008-ddd2246b79,INST-20251004-00591,E2E-20251004-00591,2025-10-04T09:03:00+00:00,2025-10-04T10:30:00+00:00,,,P15061,P15077,IRCEIE2DXXX,BSABESBBXXX,EDUC,ACSP,N/A,87.0
